clube_id,nome,slug,apelido,atleta_id,rodada_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
262,Mauricio Aníbal Isla Isla,isla,Isla,69345,16,2,2,-0.2,7.78,-1.05,2.44,8,0,10,0,1,0,2,0,0,0,4,65,2,0,0,0,0,4,0
262,Rodrigo Caio Coquette Russo,rodrigo-caio,Rodrigo Caio,73800,16,3,6,0,8.92,0,2.78,9,0,9,0,1,0,2,0,0,0,3,16,0,0,1,3,0,0,0
262,Gabriel Barbosa Almeida,gabriel,Gabriel,83257,16,5,5,0,13.46,0,6.96,9,0,3,0,2,0,0,0,0,0,10,55,0,1,11,15,5,7,0
262,Leonardo Pereira,leo-pereira,Léo Pereira,83528,16,3,6,1.2,5.06,-0.66,2.46,9,0,14,0,1,0,1,0,0,0,7,43,0,0,2,2,1,0,0
262,Gustavo Henrique Vernes,gustavo-henrique,Gustavo Henrique,78248,16,3,7,0,6.36,0,3.97,7,0,5,0,0,0,2,0,0,0,5,18,0,0,0,2,1,0,0
262,César Bernardo Dutra,cesar,César,78086,16,1,6,0,3.38,0,1.2,4,0,0,0,0,0,2,0,0,2,0,12,0,0,0,0,0,0,0
262,Renê Rodrigues Martins,rene,Renê,78445,16,2,6,0,5.23,-0.8,3.2,6,0,4,0,1,0,2,0,0,0,3,51,0,0,0,1,0,0,0
262,Victor Vinícius Coelho dos Santos,vitinho,Vitinho,78435,16,5,2,3.8,5.9,0.95,1.02,11,0,12,0,1,0,0,0,0,0,6,44,0,0,5,9,0,1,0
262,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,Arrascaeta,87863,16,4,5,0,18.58,0,6.36,9,0,10,0,0,0,0,0,0,0,10,97,2,1,7,7,3,0,0
262,Willian Souza Arão da Silva,willian-arao,Willian Arão,78478,16,4,7,-1.7,7.39,-0.93,1.54,14,0,16,0,2,0,0,0,0,0,5,50,0,0,1,6,0,0,0
262,Pedro Rocha Neves,pedro-rocha,Pedro Rocha,90302,16,5,6,0,3.82,0,1.33,3,0,2,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0
262,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,90285,16,5,7,-0.6,11.1,-0.8,3.67,10,0,21,0,5,0,0,0,0,0,26,57,3,1,4,5,2,4,0
262,Diego Alves Carreira,diego-alves,Diego Alves,38509,16,1,5,0,10.72,0,2.22,5,0,0,0,0,1,1,6,0,6,2,19,0,0,0,0,0,0,0
262,Guilherme da Silva Gonçalves,guilherme-bala,Guilherme Bala,105318,16,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Pedro Guilherme Abreu dos Santos,pedro,Pedro,94583,16,5,7,0.1,4.65,-0.1,4.22,12,0,13,0,1,0,0,0,0,0,10,23,0,0,7,7,5,3,0
262,Gerson Santos da Silva,gerson,Gerson,89256,16,4,7,-0.1,8.38,-0.53,1.85,11,0,24,0,3,0,0,0,0,0,33,39,0,0,2,6,0,1,0
262,Thiago Maia Alencar,thiago-maia,Thiago Maia,89637,16,4,6,7.2,6.85,0.72,3.25,8,0,15,0,1,0,0,0,0,0,5,40,1,0,2,2,0,0,0
262,Michael Richard Delgado de Oliveira,michael,Michael,99392,16,5,6,0,5.43,0,1.6,8,0,11,0,1,0,0,0,0,0,2,25,1,0,3,9,0,0,0
262,Lincoln Corrêa dos Santos,lincoln,Lincoln,100065,16,5,6,11.8,4.86,2.25,1.69,7,0,2,0,1,0,0,0,0,0,0,12,0,0,5,0,1,0,0
262,Matheus Soares Thuler,thuler,Thuler,100125,16,3,6,-0.6,2.12,-0.25,-0.6,3,0,1,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0
262,Gabriel Batista de Souza,gabriel-batista,Gabriel Batista,98333,16,1,6,0,1.56,0,-0.9,3,0,0,0,0,0,0,2,0,5,1,12,0,0,0,0,0,0,0
262,Everton Augusto de Barros Ribeiro,everton-ribeiro,Everton Ribeiro,51772,16,4,2,0.3,7.3,-1.47,3.49,12,0,14,0,2,0,0,0,0,0,21,94,0,0,5,6,3,0,0
262,Filipe Luís Kasmirski,filipe-luis,Filipe Luís,38750,16,2,7,0,6.18,0,3.27,11,0,13,1,2,0,3,0,0,0,14,82,0,0,2,1,1,1,0
262,Hugo de Souza Nogueira,hugo-souza,Hugo Souza,101574,16,1,7,1.7,2.01,0.67,1.38,4,0,0,0,0,0,1,2,0,3,0,15,0,0,0,0,0,0,0
262,Diego Ribas da Cunha,diego,Diego,38909,16,4,7,8.5,6.22,1.09,1.89,11,0,17,0,3,0,0,0,0,0,30,43,2,0,2,4,0,0,0
262,Matheus França Silva,matheuzinho,Matheuzinho,101727,16,2,2,0,2.77,0,2.77,6,0,2,0,1,0,1,0,0,0,2,18,1,0,3,1,0,0,0
262,Ramon Ramos Lima,ramon,Ramon,101597,16,2,6,0,1.56,0,0.25,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
262,João Pedro Vilardi Pinto,pepe,Pepê,101573,16,4,6,0,1.53,0,-0.2,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
262,João Lucas de Almeida Carvalho,joao-lucas,João Lucas,104257,16,2,5,0,4.17,0,3.55,2,0,6,0,1,0,1,0,0,0,7,12,0,0,0,1,0,0,0
262,João Fernando Monteiro Siqueira,joao-fernando,João Fernando,104079,16,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Gabriel Rodrigues Noga,gabriel-noga,Gabriel Noga,107107,16,3,6,0,0.79,0,-1.3,1,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0
262,João Victor Gomes da Silva,gomes,Gomes,107109,16,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Natan Bernardo de Souza,natan,Natan,107110,16,3,7,0,3.83,0,5.55,2,0,2,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0
262,José Ítalo Monteiro Fidelis dos Santos,italo,Ítalo,107108,16,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Richard Rios Montoya,richard-rios,Richard Rios,107111,16,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Domènec Torrent Font,domenec-torrent,Domènec Torrent,109505,16,6,7,2.85,9.05,0.07,3.77,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Otávio Ataide da Silva,otavio,Otávio,110189,16,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Vinicius Milani Bueno,milani,Milani,110188,16,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Yuri de Oliveira,yuri-de-oliveira,Yuri de Oliveira,110190,16,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Lázaro Vinicius Marques,lazaro,Lázaro,110193,16,5,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Dhouglas Francisco de Souza Rodrigues,dhouglas,Dhouglas,110207,16,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
