clube_id,nome,slug,apelido,atleta_id,rodada_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,RB,FC,GC,CA,CV,SG,DD,DP,GS,FS,PI,A,FT,FD,FF,G,I,PP
262,Diego Alves Carreira,diego-alves,Diego Alves,38509,18,1,6,0,10.72,0,2.22,5,0,0,0,0,1,1,6,0,6,2,19,0,0,0,0,0,0,0
262,Filipe Luís Kasmirski,filipe-luis,Filipe Luís,38750,18,2,7,8.1,7.31,0.3,3.96,13,0,15,1,3,0,3,0,0,0,17,111,1,1,2,1,1,1,0
262,Diego Ribas da Cunha,diego,Diego,38909,18,4,5,0,6.55,0,2.43,12,0,17,0,3,0,0,0,0,0,31,44,2,0,2,4,1,0,0
262,João Lucas de Almeida Carvalho,joao-lucas,João Lucas,104257,18,2,6,0,4.17,0,3.55,2,0,6,0,1,0,1,0,0,0,7,12,0,0,0,1,0,0,0
262,Mauricio Aníbal Isla Isla,isla,Isla,69345,18,2,7,9.6,9.78,0.55,3.67,10,0,10,0,1,0,2,0,0,0,6,78,4,0,0,0,0,5,0
262,Rodrigo Caio Coquette Russo,rodrigo-caio,Rodrigo Caio,73800,18,3,5,0,8.92,0,2.78,9,0,9,0,1,0,2,0,0,0,3,16,0,0,1,3,0,0,0
262,Guilherme da Silva Gonçalves,guilherme-bala,Guilherme Bala,105318,18,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,Arrascaeta,87863,18,4,5,0,18.58,0,6.36,9,0,10,0,0,0,0,0,0,0,10,97,2,1,7,7,3,0,0
262,Gerson Santos da Silva,gerson,Gerson,89256,18,4,7,13.4,10.72,2.24,2.66,13,0,30,0,4,0,0,0,0,0,44,50,1,0,2,7,0,1,0
262,Pedro Guilherme Abreu dos Santos,pedro,Pedro,94583,18,5,7,12.2,6.81,2.23,4.48,14,0,14,0,1,0,0,0,0,0,12,26,0,0,10,8,6,4,0
262,Thiago Maia Alencar,thiago-maia,Thiago Maia,89637,18,4,3,-1.8,5.27,-0.39,2.38,10,0,22,0,3,0,0,0,0,0,6,52,1,0,2,2,0,0,0
262,Bruno Henrique Pinto,bruno-henrique,Bruno Henrique,90285,18,5,7,0,12.55,0,4.02,11,0,21,0,6,0,0,0,0,0,28,62,3,1,4,5,3,4,0
262,Pedro Rocha Neves,pedro-rocha,Pedro Rocha,90302,18,5,6,0,3.82,0,1.33,3,0,2,0,0,0,0,0,0,0,1,15,1,0,0,0,0,0,0
262,Gabriel Barbosa Almeida,gabriel,Gabriel,83257,18,5,5,0,13.46,0,6.96,9,0,3,0,2,0,0,0,0,0,10,55,0,1,11,15,5,7,0
262,Leonardo Pereira,leo-pereira,Léo Pereira,83528,18,3,6,0,5.06,0,2.46,9,0,14,0,1,0,1,0,0,0,7,43,0,0,2,2,1,0,0
262,Michael Richard Delgado de Oliveira,michael,Michael,99392,18,5,6,-0.1,5.32,-0.11,1.41,9,0,11,0,1,0,0,0,0,0,2,26,1,0,3,9,0,0,0
262,Gabriel Batista de Souza,gabriel-batista,Gabriel Batista,98333,18,1,6,0,1.56,0,-0.9,3,0,0,0,0,0,0,2,0,5,1,12,0,0,0,0,0,0,0
262,Lincoln Corrêa dos Santos,lincoln,Lincoln,100065,18,5,6,-0.1,3.27,-0.98,1.97,9,0,2,0,1,0,0,0,0,0,0,13,1,0,5,0,1,0,0
262,João Pedro Vilardi Pinto,pepe,Pepê,101573,18,4,6,0,1.53,0,-0.2,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
262,Ramon Ramos Lima,ramon,Ramon,101597,18,2,6,0,1.25,0,-0.1,3,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
262,Hugo de Souza Nogueira,hugo-souza,Hugo Souza,101574,18,1,7,3.8,2.81,-0.65,3.03,6,0,0,0,0,0,1,7,0,6,0,28,0,0,0,0,0,0,0
262,Matheus França Silva,matheuzinho,Matheuzinho,101727,18,2,6,0,2.77,0,2.77,6,0,2,0,1,0,1,0,0,0,2,18,1,0,3,1,0,0,0
262,Gustavo Henrique Vernes,gustavo-henrique,Gustavo Henrique,78248,18,3,7,-3,5.04,-0.76,2.81,9,0,8,0,1,0,2,0,0,0,5,26,0,0,0,3,1,0,0
262,João Fernando Monteiro Siqueira,joao-fernando,João Fernando,104079,18,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,César Bernardo Dutra,cesar,César,78086,18,1,6,0,3.38,0,1.2,4,0,0,0,0,0,2,0,0,2,0,12,0,0,0,0,0,0,0
262,Willian Souza Arão da Silva,willian-arao,Willian Arão,78478,18,4,3,-0.6,7.29,-0.23,1.29,16,0,17,0,3,0,0,0,0,0,6,57,0,0,1,7,0,0,0
262,Victor Vinícius Coelho dos Santos,vitinho,Vitinho,78435,18,5,7,-0.9,5.53,-2.08,1.71,13,0,17,0,2,0,0,0,0,0,8,62,0,0,8,10,1,1,0
262,Matheus Soares Thuler,thuler,Thuler,100125,18,3,6,0,2.12,0,-0.6,3,0,1,0,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0
